time	V(in)	V(out)
4.390850000001043e-003	1.619896e-009	-4.066238e-003
4.405464285715369e-003	1.476467e-009	-3.706206e-003
4.420078571429694e-003	1.343531e-009	-3.372513e-003
4.434692857144020e-003	1.221088e-009	-3.065158e-003
4.449307142858346e-003	1.109138e-009	-2.784142e-003
4.463921428572672e-003	1.007681e-009	-2.529465e-003
4.478535714286997e-003	9.167160e-010	-2.301127e-003
4.493150000001323e-003	8.362441e-010	-2.099128e-003
4.493250000001323e-003	8.357037e-010	-2.097771e-003
4.507864285715649e-003	7.617090e-010	-1.912031e-003
4.522478571429974e-003	6.931275e-010	-1.739878e-003
4.537092857144300e-003	6.299592e-010	-1.581314e-003
4.551707142858626e-003	5.722041e-010	-1.436338e-003
4.566321428572952e-003	5.198622e-010	-1.304950e-003
4.580935714287277e-003	4.729336e-010	-1.187151e-003
4.595550000001603e-003	4.314181e-010	-1.082939e-003
4.595650000001604e-003	4.311393e-010	-1.082240e-003
4.610264285715929e-003	3.929655e-010	-9.864162e-004
4.624878571430255e-003	3.575843e-010	-8.976029e-004
4.639492857144580e-003	3.249958e-010	-8.157997e-004
4.654107142858906e-003	2.951999e-010	-7.410066e-004
4.668721428573232e-003	2.681968e-010	-6.732237e-004
4.683335714287557e-003	2.439863e-010	-6.124508e-004
4.697950000001883e-003	2.225685e-010	-5.586881e-004
4.698050000001884e-003	2.224247e-010	-5.583271e-004
4.712664285716210e-003	2.027308e-010	-5.088918e-004
4.727278571430535e-003	1.844777e-010	-4.630731e-004
4.741892857144861e-003	1.676653e-010	-4.208708e-004
4.756507142859186e-003	1.522936e-010	-3.822851e-004
4.771121428573512e-003	1.383627e-010	-3.473159e-004
4.785735714287837e-003	1.258725e-010	-3.159632e-004
4.800350000002163e-003	1.148230e-010	-2.882270e-004
4.800450000002164e-003	1.147488e-010	-2.880408e-004
4.815064285716490e-003	1.045888e-010	-2.625372e-004
4.829678571430815e-003	9.517197e-011	-2.388993e-004
4.844292857145141e-003	8.649846e-011	-2.171272e-004
4.858907142859466e-003	7.856822e-011	-1.972208e-004
4.873521428573792e-003	7.138126e-011	-1.791802e-004
4.888135714288117e-003	6.493757e-011	-1.630053e-004
4.902750000002443e-003	5.923716e-011	-1.486963e-004
4.902850000002444e-003	5.919890e-011	-1.486002e-004
4.916707142859625e-003	5.420881e-011	-1.360741e-004
4.930564285716805e-003	4.956906e-011	-1.244275e-004
4.944421428573986e-003	4.527965e-011	-1.136603e-004
4.958278571431166e-003	4.134058e-011	-1.037725e-004
4.972135714288347e-003	3.775186e-011	-9.476416e-005
4.985992857145528e-003	3.451348e-011	-8.663523e-005
4.999850000002709e-003	3.162544e-011	-7.938571e-005
4.999950000002709e-003	3.160500e-011	-7.933442e-005
5.000000000000000e-003	3.159478e-011	-7.930877e-005
