time	V(in)	V(out)
4.001534550877257e-003	-9.995841e-001	2.324366e-002
4.002243900751935e-003	-9.995841e-001	8.201335e-002
4.002953250626612e-003	-9.995841e-001	1.405272e-001
4.003662600501290e-003	-9.995841e-001	1.987851e-001
4.004371950375968e-003	-9.995841e-001	2.567872e-001
4.005081300250645e-003	-9.995841e-001	3.145335e-001
4.005790650125323e-003	-9.995840e-001	3.720239e-001
4.006500000000001e-003	-9.995840e-001	4.292584e-001
4.006525954306201e-003	-9.476970e-001	4.313036e-001
4.006551908612403e-003	-8.958100e-001	4.332352e-001
4.006577862918604e-003	-8.439230e-001	4.350533e-001
4.006603817224805e-003	-7.920360e-001	4.367578e-001
4.006629771531006e-003	-7.401490e-001	4.383487e-001
4.006655725837208e-003	-6.882619e-001	4.398260e-001
4.006681680143408e-003	-6.363749e-001	4.411898e-001
4.006899999999999e-003	-1.999168e-001	4.491145e-001
4.007000000000000e-003	2.568205e-009	4.499586e-001
4.007044352200774e-003	1.656894e-008	4.498676e-001
4.017651593376440e-003	1.624404e-008	4.213167e-001
4.028258834552105e-003	1.579127e-008	3.943375e-001
4.038866075727771e-003	1.521064e-008	3.689300e-001
4.049473316903436e-003	1.450215e-008	3.450941e-001
4.060080558079102e-003	1.366579e-008	3.228300e-001
4.070687799254767e-003	1.270157e-008	3.021375e-001
4.081295040430433e-003	1.160949e-008	2.830167e-001
4.081395040430433e-003	1.160225e-008	2.828401e-001
4.096009326144759e-003	1.060752e-008	2.585905e-001
4.110623611859084e-003	9.683623e-009	2.360678e-001
4.125237897573410e-003	8.830569e-009	2.152720e-001
4.139852183287736e-003	8.048354e-009	1.962032e-001
4.154466469002062e-003	7.336977e-009	1.788612e-001
4.169080754716387e-003	6.696440e-009	1.632462e-001
4.183695040430713e-003	6.126741e-009	1.493580e-001
4.183795040430713e-003	6.122918e-009	1.492648e-001
4.198409326145039e-003	5.597963e-009	1.364674e-001
4.213023611859364e-003	5.110392e-009	1.245814e-001
4.227637897573690e-003	4.660205e-009	1.136067e-001
4.242252183288016e-003	4.247403e-009	1.035434e-001
4.256866469002342e-003	3.871984e-009	9.439144e-002
4.271480754716667e-003	3.533950e-009	8.615082e-002
4.286095040430993e-003	3.233299e-009	7.882155e-002
4.286195040430993e-003	3.231282e-009	7.877237e-002
4.300809326145319e-003	2.954244e-009	7.201873e-002
4.315423611859644e-003	2.696936e-009	6.574605e-002
4.330037897573970e-003	2.459356e-009	5.995433e-002
4.344652183288296e-003	2.241506e-009	5.464355e-002
4.359266469002622e-003	2.043384e-009	4.981373e-002
4.373880754716947e-003	1.864991e-009	4.546486e-002
4.388495040431273e-003	1.706327e-009	4.159695e-002
